id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10539491,Kid Friendly Central Park West Apt.,54348871,Suzette,Manhattan,Upper West Side,40.79753,-73.96211,Entire home/apt,250,1,88,2019-06-20,2.13,1,329
10539779,"Our home away from home “Cosy studio”",54351163,Sonia,Manhattan,East Village,40.72834,-73.98048,Entire home/apt,140,7,65,2019-06-25,1.65,1,242
10540337,Comfy Queen Bed in Spacious Room,54353888,David,Manhattan,Harlem,40.83338,-73.95051,Private room,59,5,26,2018-04-22,0.61,1,0
10540383,Stylish Bedroom (16 min from TIMES SQUARE),40221604,John,Manhattan,Harlem,40.82385,-73.94687,Private room,80,2,86,2019-06-22,2.43,3,63
10540910,Greenpoint 2BR in Townhouse w/Parking,53713798,Maryla,Brooklyn,Greenpoint,40.7264,-73.95405,Entire home/apt,230,5,33,2019-06-30,0.94,1,26
10541080,Gorgeous & cozy studio in Manhattan,36710280,Carolina,Manhattan,Upper West Side,40.78975,-73.97001,Entire home/apt,150,1,4,2017-04-18,0.11,1,0
10542066,Cozy Room/ 10min LGA #2,51531044,Angela,Queens,Jackson Heights,40.75009,-73.87578,Private room,45,1,78,2019-03-22,1.94,4,337
10542174,Luxury 1-Bdrm in Downtown Brooklyn,10099253,Ashley,Brooklyn,Fort Greene,40.69406,-73.98102,Entire home/apt,144,3,1,2016-02-21,0.02,1,0
10542347,Mega comfy pullout QN - clean apartment,30423241,Nick,Brooklyn,Greenpoint,40.7299,-73.95782,Private room,44,4,47,2019-05-21,1.30,2,0
10542658,1 bed room apartment in Greenpoint,2470568,Jonathan,Brooklyn,Greenpoint,40.7235,-73.94203,Entire home/apt,75,1,0,,,1,0
10542679,Cozy Guest Room in Brooklyn,18802626,Brittni,Brooklyn,Bedford-Stuyvesant,40.69367,-73.93286,Private room,45,10,25,2019-03-03,0.62,1,29
10544239,Charming East Village apartment,16911296,Gurdane,Manhattan,East Village,40.72997,-73.98633,Private room,129,1,11,2016-10-31,0.27,1,0
10544439,Room in Soho Apartment,54375099,Rob,Manhattan,SoHo,40.72566,-74.00275,Private room,75,1,1,2016-03-13,0.02,1,0
10545027,Clinton Hill - pied-à-terre,54378184,Eej,Brooklyn,Clinton Hill,40.68895,-73.96489,Entire home/apt,220,12,13,2019-06-08,0.31,3,354
10545815,Whole Apt. in East Williamsburg,4148248,Guillermo,Brooklyn,Williamsburg,40.70687,-73.93981,Entire home/apt,125,4,138,2019-06-01,3.50,2,37
10546254,Fort Greene Studio-Flat,54378184,Eej,Brooklyn,Fort Greene,40.68706,-73.97065,Entire home/apt,150,30,20,2019-06-09,0.47,3,326
10546363,Uber Cool East Village Apartment,18030603,Madeline,Manhattan,Gramercy,40.73331,-73.98229,Private room,63,1,3,2016-03-27,0.07,1,0
10546568,Bright Studio Loft Prime Location,8007003,Bridget,Manhattan,West Village,40.73557,-74.006,Entire home/apt,120,1,0,,,1,0
10546606,Cozy Private Room in Spacious Apt,13558726,Dory,Brooklyn,Bedford-Stuyvesant,40.68645,-73.95711,Private room,45,7,0,,,1,0
10546729,Beautiful bright modern apartment,1520623,Bec,Brooklyn,Columbia St,40.68591,-74.00164,Entire home/apt,120,7,0,,,1,0
10548768,Newly Renovated 1 Bedroom in NYC,54401446,Tucker,Manhattan,Harlem,40.83113,-73.94924,Entire home/apt,125,1,0,,,1,0
10548910,Cozy Spacious 1 Bedroom Apartment,52262589,Samantha,Manhattan,Kips Bay,40.73988,-73.97968,Entire home/apt,450,2,2,2016-10-05,0.05,1,0
10549650,Prime Location Luxury Tribeca Loft,25996073,Jonathan,Manhattan,Tribeca,40.71991,-74.00641,Entire home/apt,1250,30,0,,,1,342
10551015,Big cozy room with 2 windows,880323,Vincent,Brooklyn,Bushwick,40.69447,-73.92213,Private room,36,2,1,2016-02-07,0.02,1,0
10551695,Sunny Apt in Cultural Neighborhood,54422839,Sarah,Brooklyn,Prospect Heights,40.68018,-73.96572,Private room,48,3,4,2017-08-22,0.10,1,0
10553095,Beautiful Guest Room(B),44547688,Carol,Brooklyn,East New York,40.67283,-73.87785,Private room,50,1,35,2019-06-11,0.92,2,365
10554070,Loft Room near to NYC Attractions,6650002,Christina,Queens,Long Island City,40.75951,-73.92821,Private room,59,3,42,2019-06-13,0.99,1,3
10560986,Sublet Beautiful Room in Brooklyn!,45531690,Anjulika,Brooklyn,Greenpoint,40.72853,-73.95533,Private room,39,1,1,2016-01-15,0.02,1,0
10561771,La Casa Azul,30356325,Joel,Manhattan,Harlem,40.80734,-73.94666,Entire home/apt,70,2,4,2016-04-11,0.10,1,0
10562085,Up to 1 Week Rental in Williamsburg,5769963,Anoush,Brooklyn,Williamsburg,40.7172,-73.95557,Entire home/apt,150,1,0,,,1,0
10562990,Cozy Brooklyn One Bedroom,9932811,Alison,Brooklyn,Flatbush,40.64875,-73.96978,Entire home/apt,100,5,2,2016-04-11,0.05,1,0
10563076,Large Sunny East Williamsburg Loft,15105293,Ryan,Brooklyn,Williamsburg,40.70777,-73.9435,Entire home/apt,80,6,0,,,1,0
10563686,Large Private 2BR Apartment by Park,1258469,Mark,Brooklyn,Fort Greene,40.68983,-73.97327,Entire home/apt,125,1,75,2019-05-11,1.81,1,171
10564375,Chelsea Studio + Private Garden!,304651,Egbert Miles,Manhattan,Chelsea,40.74666,-74.00201,Entire home/apt,180,1,0,,,1,0
10564483,Big room in East Williamsburg Loft,17012496,Lisa,Brooklyn,Williamsburg,40.71987,-73.93705,Private room,45,4,1,2016-08-14,0.03,1,0
10564616,Beautiful 2bed apt near Time Square,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76467,-73.99422,Entire home/apt,185,30,8,2019-03-09,0.21,31,332
10566341,Front Bedroom in Beautiful Apt,17191693,Moss,Brooklyn,Williamsburg,40.70732,-73.95466,Private room,60,2,18,2017-01-04,0.46,2,0
10567332,Private room 1 block from Bedford L,22499760,Jonny,Brooklyn,Williamsburg,40.71532,-73.95352,Private room,40,1,1,2016-01-17,0.02,1,0
10568208,Luxurious Private Suit in 3BR Apt,17191693,Moss,Brooklyn,Williamsburg,40.70692,-73.95501,Private room,80,3,35,2017-02-22,0.85,2,0
10568646,Spacious apt in hip Williamsburg,48170471,Johanna,Brooklyn,Williamsburg,40.71906,-73.96338,Entire home/apt,85,2,0,,,2,0
10573225,Charming Spacious Park Slope Studio,54539364,Ildiko,Brooklyn,South Slope,40.6651,-73.98307,Entire home/apt,135,3,134,2019-06-16,3.18,1,241
10574818,Your stay at NYC Artist's Home,54548232,Anna,Manhattan,Harlem,40.825,-73.95226,Private room,70,2,84,2018-12-31,2.23,2,311
10574909,Grand Loft in Prime Williamsburg,1802807,Lily,Brooklyn,Williamsburg,40.71412,-73.95895,Entire home/apt,600,30,7,2019-05-17,0.17,2,67
10575777,One Bedroom w/Huge Window & Ceiling,25475028,Mark,Manhattan,Chinatown,40.71448,-73.99157,Private room,110,1,1,2016-03-28,0.03,1,0
10575811,Large studio in elevator building Cobble Hill,14611780,Paige,Brooklyn,Columbia St,40.68928,-73.99903,Entire home/apt,105,1,5,2018-12-30,0.14,1,0
10576172,LRG PRVT ROOM IN NYC NEAR METRO & ACTIVITIES,5479882,Nata,Manhattan,Harlem,40.80512,-73.953,Private room,100,2,72,2019-07-02,2.08,1,19
10576212,"Sunny, charming room in a 2 bedroom",5304248,Drew,Brooklyn,Bedford-Stuyvesant,40.69032,-73.95,Private room,65,5,8,2017-09-19,0.21,1,0
10576404,Perfect Studio in the Perfect Location on the UES,10406845,Amanda,Manhattan,Upper East Side,40.76952,-73.95688,Entire home/apt,125,14,28,2019-05-18,1.29,1,22
10576498,Cozy Room in an Eclectic Vintage Styled Apt.,1424084,Claire,Brooklyn,Bushwick,40.69349,-73.91109,Private room,50,1,9,2019-05-26,0.92,1,179
10585031,Luxury affordable in Williamsburg!,48988714,Luigi,Brooklyn,Williamsburg,40.71362,-73.95617,Entire home/apt,360,1,4,2019-06-22,0.18,3,201
10586622,Beautiful Apt w/ rooftop view,14944507,Jason & Carlos,Brooklyn,Park Slope,40.67225,-73.97357,Entire home/apt,160,5,16,2019-05-08,0.40,1,11
10587891,Chelsea Apartment (2 bedroom),32712155,Russell,Manhattan,Chelsea,40.7408,-74.00127,Entire home/apt,225,1,0,,,1,0
10589384,Beautiful Views & Apt in Brooklyn!,1558246,Modupe,Brooklyn,Fort Greene,40.68811,-73.97621,Private room,105,3,0,,,1,0
10591658,Beautiful Studio in Soho - Greenwich Village,14077910,Sabrina And Antoine,Manhattan,Greenwich Village,40.72843,-73.9999,Entire home/apt,175,60,28,2019-03-29,0.70,1,126
10592839,Light-filled Bushwick apartment,4745560,Michelle,Brooklyn,Bushwick,40.70158,-73.91851,Entire home/apt,130,1,0,,,1,0
10593675,"La Spezia room.  Clean, quiet and comfortable bed",2787,John,Brooklyn,Bensonhurst,40.60951,-73.97642,Shared room,79,1,15,2018-09-29,0.43,6,180
10595000,Spacious Room in Park Slope,16919131,Joseph,Brooklyn,Park Slope,40.6668,-73.97713,Private room,90,2,56,2019-05-29,1.34,1,60
10595374,Elegant Chic Brooklyn Duplex House. Private Deck,13731605,Antonella,Brooklyn,Crown Heights,40.6764,-73.93819,Entire home/apt,283,4,92,2019-07-03,2.34,2,234
10596856,Luxurious 1 King bedroom in NYC.,54675040,Christopher,Queens,Woodside,40.74706,-73.90434,Private room,50,1,0,,,1,0
10600032,Very nice 1 bedroom house/bungalow,53894093,Rafael,Staten Island,Midland Beach,40.57411,-74.09436,Entire home/apt,100,2,0,,,1,0
10605445,Big Sunny 3rd fl Room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67897,-73.9709,Private room,70,1,238,2019-07-05,5.87,13,313
10605897,Chic Modern Luxury Apartment. 2 bed 2 bath.  Patio,13731605,Antonella,Brooklyn,Crown Heights,40.67689,-73.93967,Entire home/apt,199,4,52,2019-06-24,1.31,2,242
10608951,BedStuy Parlor near A&J Trains JFK,43816209,Shawn,Brooklyn,Bedford-Stuyvesant,40.68616,-73.92514,Private room,45,4,30,2019-06-29,0.77,1,286
10609249,Magnificent New 2 BR near park Ave,1515120,Dino,Manhattan,Midtown,40.755,-73.96562,Private room,325,3,9,2016-12-28,0.23,1,88
10609963,"Sleek Loft, Premium Location",5179817,Damien,Manhattan,Flatiron District,40.74102,-73.98961,Entire home/apt,275,1,0,,,1,0
10611168,Studio Near Time Square,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76295,-73.99432,Entire home/apt,130,30,6,2019-06-15,0.15,31,331
10612067,Beautiful Upper East Side Apartment,24938988,Eli,Manhattan,Upper East Side,40.77032,-73.95268,Entire home/apt,179,1,138,2019-06-16,3.30,1,252
10612199,Serene luxury in Harlem,54761069,Erika,Manhattan,Harlem,40.80708,-73.95211,Private room,80,3,10,2019-01-05,0.28,1,332
10612564,Apartment share near Lincoln Center,54763152,Mary Sue,Manhattan,Upper West Side,40.77929,-73.98513,Private room,99,4,68,2019-06-06,1.62,1,57
10614204,Bright Clean North Central Park,13620283,Brenn,Manhattan,Harlem,40.8027,-73.94629,Entire home/apt,135,3,16,2019-01-01,0.39,1,0
10615883,Huge Sunny Morocco-Chic Music Pad,4966907,Hatim,Brooklyn,Bedford-Stuyvesant,40.69506,-73.95019,Entire home/apt,145,3,41,2019-05-04,1.00,1,0
10625484,"Midcentury Feel, Hipster Pad (Hipsters Only)",4274594,Matt,Brooklyn,Bedford-Stuyvesant,40.6859,-73.9576,Entire home/apt,69,90,43,2018-06-27,1.16,1,0
10628495,Palatial Prime Crown Heights Apt,5812675,Danny,Brooklyn,Crown Heights,40.66791,-73.95914,Entire home/apt,89,5,0,,,1,0
10630048,Sunny modern oasis near THE Park,9273561,Nadine,Manhattan,East Harlem,40.79013,-73.94473,Private room,75,2,21,2016-09-19,0.50,1,0
10631201,Luxury apartment 3BDR with balcony,37806185,David,Manhattan,Murray Hill,40.7441,-73.97224,Shared room,200,1,0,,,1,0
10634636,Cozy room 15mins Manhattan & 10 LGA,697477,Kesang,Queens,Woodside,40.75427,-73.90646,Private room,55,1,54,2019-06-21,1.28,1,297
10635913,Murray Hill Studio,54908827,Nina,Manhattan,Murray Hill,40.74976,-73.97748,Entire home/apt,80,1,0,,,1,0
10636997,One Bedroom Beauty in Bushwick,54917558,Valeria,Brooklyn,Bushwick,40.68678,-73.90629,Entire home/apt,75,2,154,2019-06-29,4.04,1,15
10637010,Harlem  Cottage,11160340,Jerome,Manhattan,Morningside Heights,40.80387,-73.96096,Entire home/apt,90,3,1,2018-04-05,0.07,2,0
10637554,Private Studio: Landmark Dt (Smart TV/Wifi/Cable),54921733,Louise,Brooklyn,Flatbush,40.64295,-73.96704,Entire home/apt,98,4,106,2019-06-24,2.59,3,273
10647977,Cozy studio in WaHi,32298504,Cassy,Manhattan,Washington Heights,40.83723,-73.94249,Entire home/apt,70,3,34,2018-10-24,0.81,1,0
10648971,Large Modern 1 BR on UpperWestSide,10489069,Alexandr,Manhattan,Upper West Side,40.79886,-73.96157,Entire home/apt,132,7,0,,,1,0
10650510,Furnished room + full amenities,25104068,Michael,Brooklyn,Crown Heights,40.66938,-73.95722,Private room,50,2,24,2019-06-22,1.79,1,47
10651757,LUX 650SQF Balcony Gym W&D 5119,16098958,Jeremy & Laura,Manhattan,Hell's Kitchen,40.75685,-73.99569,Entire home/apt,250,30,1,2018-11-20,0.13,96,331
10656360,This is a place in the UES,55036405,Shoaib,Manhattan,Upper East Side,40.77524,-73.94682,Shared room,199,1,0,,,1,0
10657080,Charming 1bed! sleeps4 SOHO Location!Location!,36199306,Shelby,Manhattan,Nolita,40.72396,-73.99445,Entire home/apt,99,2,43,2018-06-30,1.05,1,0
10657189,"Charming room in South Williamsburg,  Brooklyn.",10571574,Claudia,Brooklyn,Bedford-Stuyvesant,40.69892,-73.94645,Private room,77,2,74,2019-06-29,1.88,1,343
10658564,Cozy 1 Bedroom on Upper east side,21229563,Ankita,Manhattan,Upper East Side,40.78231,-73.94571,Entire home/apt,100,1,0,,,1,0
10658613,NYC designer loft amazing City view,2645592,De & Claudia,Queens,Astoria,40.75666,-73.91449,Entire home/apt,130,3,50,2019-07-01,1.27,2,352
10659825,Private room,55060863,Rob,Brooklyn,Midwood,40.61155,-73.96337,Private room,60,1,1,2016-04-18,0.03,1,0
10660249,Cute Apartment in Hell's Kitchen,55062858,Jennifer,Manhattan,Hell's Kitchen,40.75645,-73.99404,Entire home/apt,200,1,207,2019-06-23,5.01,1,245
10666314,2 bedroom apartment in Bushwick,9466826,Marion,Brooklyn,Williamsburg,40.70788,-73.93889,Entire home/apt,117,10,3,2019-06-03,0.43,1,1
10671589,"2 bd, 1.5 bath by Prospect Park",11375436,Sharra,Brooklyn,Windsor Terrace,40.65412,-73.97706,Entire home/apt,89,1,1,2016-03-05,0.02,1,0
10672698,"COZY FOR 1 TO 2. SHARED BED, SEPARATE FOR A FEE .",8136206,Rob,Brooklyn,Prospect-Lefferts Gardens,40.65603,-73.95836,Private room,44,2,31,2019-06-30,0.75,2,297
10674243,Cal King lovely room withTVwasher-dryer in kitchen,40733633,Betsy,Manhattan,Inwood,40.86912,-73.91988,Private room,70,1,1,2016-08-28,0.03,1,312
10674836,Sunny Room in Prime East Village,51238762,Marcin,Manhattan,East Village,40.73058,-73.98286,Private room,39,1,4,2016-03-03,0.10,1,0
10675118,Large Renovated Apt. Mins Away From Subway!,2199280,Rosa,Manhattan,Morningside Heights,40.81535,-73.95862,Entire home/apt,150,31,15,2017-05-28,0.36,1,0
10675218,New York style loft space,7556789,Samuel,Manhattan,East Harlem,40.80523,-73.93929,Private room,60,1,0,,,1,0
10676786,dreamy Sunset Park one bedroom,12672672,Rebecca,Brooklyn,Sunset Park,40.64179,-74.01147,Entire home/apt,75,1,0,,,1,0
10676959,Intimate and cozy,47121117,Cindy,Manhattan,Harlem,40.80097,-73.9489,Private room,89,1,8,2017-08-08,0.21,1,0
10677426,"Bright, Spacious Alcove 1 Bedroom",41474488,Gina,Manhattan,Greenwich Village,40.7276,-74.00075,Entire home/apt,200,2,47,2019-06-16,1.14,1,205
10679702,Clinton Hill - Garden Apt,48415933,Judene,Brooklyn,Clinton Hill,40.68256,-73.96108,Entire home/apt,124,2,97,2019-07-06,2.45,1,104
10679740,Spacious Cute room in Williamsburg,55165952,Liz,Brooklyn,Williamsburg,40.71507,-73.94093,Private room,60,1,0,,,1,0
10680745,Private huge BDR in East Village!,29882817,Nick,Manhattan,East Village,40.72553,-73.9777,Private room,70,4,0,,,1,0
10681362,BK LOFT: Unique/Modern/Fun,5075354,Ted,Brooklyn,Crown Heights,40.67755,-73.95108,Entire home/apt,100,4,8,2017-11-25,0.19,1,0
10681555,Doorman XLL Studio Midtown! 5163,16098958,Jeremy & Laura,Manhattan,Hell's Kitchen,40.7653,-73.98536,Entire home/apt,117,30,2,2018-04-26,0.07,96,198
10681986,Fully furnished room in 2BR NYC Apt,55179950,Emilio,Manhattan,Washington Heights,40.83865,-73.93782,Private room,100,1,0,,,1,0
10682290,Lovely Room w/backyard in Bushwick,41494545,Connie,Brooklyn,Bushwick,40.70123,-73.91865,Private room,50,5,2,2017-01-04,0.07,1,0
10682316,Spacious Sanctuary in Bushwick,8655790,Romany,Brooklyn,Bushwick,40.69887,-73.9227,Private room,75,20,1,2018-10-19,0.11,1,93
10682536,"Bright, central, prime Williamsburg",50296635,Siobhán,Brooklyn,Williamsburg,40.71455,-73.9618,Private room,75,2,3,2016-06-11,0.07,1,0
10684164,Private 1 Bdrm Apt - Prospect Park,19227044,Adam,Brooklyn,Flatbush,40.64945,-73.9624,Entire home/apt,75,7,1,2016-02-13,0.02,1,0
10684843,Manhattan 웨스트빌리지에 위치한 고급 스튜디오 (도어맨),55197031,단비,Manhattan,West Village,40.73242,-74.00411,Entire home/apt,150,1,0,,,1,0
10685403,Urban Bliss - Bushwick,55201743,William,Brooklyn,Bushwick,40.697,-73.92176,Private room,65,1,1,2017-03-16,0.04,1,0
10685496,"Cozy shared space, heart of Astoria",18192996,Jessica And Danny,Queens,Ditmars Steinway,40.7794,-73.91646,Shared room,22,1,14,2016-12-12,0.34,2,0
10686287,Brick Wall Charmer in Kips Bay,36998357,Lev,Manhattan,Kips Bay,40.7388,-73.98024,Entire home/apt,120,1,0,,,1,0
10686350,Chic and Cozy Chinatown Loft,10558652,Teddy,Manhattan,Two Bridges,40.71287,-73.99573,Entire home/apt,320,4,6,2019-01-01,0.18,2,142
10686406,Master Bedroom w/ en suite,55207670,David,Queens,Astoria,40.76446,-73.92988,Private room,65,2,0,,,1,0
10686809,Feel at home in Brooklyn,15927582,Hena,Brooklyn,Park Slope,40.67706,-73.98227,Entire home/apt,95,1,0,,,1,0
10686958,"Lovely and quiet large 1 bedroom in Inwood, NYC",8784903,Terra,Manhattan,Inwood,40.86679,-73.92699,Entire home/apt,115,30,1,2018-08-09,0.09,1,0
10692885,Cool Chelsea studio for chilling!,2541529,Sarah,Manhattan,Chelsea,40.74237,-74.00063,Entire home/apt,120,2,2,2016-06-08,0.05,1,0
10695252,"Master Room in 2,300sf Soho Loft",488202,Emlyn,Manhattan,SoHo,40.72112,-74.00039,Private room,150,1,0,,,1,0
10695321,Ditmas Park Brooklyn private room,55257448,Daniel,Brooklyn,Flatbush,40.64205,-73.96622,Private room,40,5,0,,,1,0
10696159,Lovely BK 4-BR Duplex with Garden,55261821,Celine,Brooklyn,Park Slope,40.67631,-73.97224,Entire home/apt,425,5,2,2016-07-09,0.05,1,0
10697652,COZY Brooklyn Apartment 20 minutes to City,55270457,Karolina,Brooklyn,Bushwick,40.68696,-73.91382,Entire home/apt,75,2,179,2019-06-30,4.47,1,123
10701027,Prospect Heights - Large Sunny Apt,345252,Thomas,Brooklyn,Crown Heights,40.6803,-73.96261,Entire home/apt,150,21,23,2019-06-24,0.57,3,0
10702489,Charming room in Victorian house,14796247,Sandra And Cary,Brooklyn,Flatbush,40.64266,-73.96492,Private room,49,7,22,2019-02-28,0.54,4,269
10702506,Large studio w/ doorman and elevator,23778489,Valissa,Manhattan,East Village,40.72215,-73.98496,Entire home/apt,165,4,8,2018-10-21,0.21,1,351
10702865,Sunny and chic NYC apartment,55300400,Katherine,Manhattan,SoHo,40.72523,-74.00127,Entire home/apt,200,1,0,,,1,0
10704981,Spacious UWS Studio w/Private Patio,6716450,Lacy,Manhattan,Upper West Side,40.79816,-73.97178,Entire home/apt,175,2,1,2016-10-10,0.03,1,0
10708300,Beautiful Garden Apartment Close to Train,55334250,Kara & Tyler,Brooklyn,Crown Heights,40.6643,-73.95196,Private room,97,1,209,2019-06-24,5.02,1,9
10709205,"Light, Large Apt Near Central Park",11774630,Jane,Manhattan,East Harlem,40.79018,-73.94689,Entire home/apt,270,4,171,2019-06-26,4.14,2,15
10709249,Newly renovated luxury apartment,35761677,Sandrine,Brooklyn,Bedford-Stuyvesant,40.682,-73.91851,Entire home/apt,155,2,156,2019-07-06,3.74,1,223
10709846,"Sunny, spacious room in Greenpoint",7822683,,Brooklyn,Greenpoint,40.73539,-73.95838,Private room,55,10,2,2016-11-05,0.05,1,0
10710179,COZY EAST VILLAGE-PRIVATE SPACE,45085848,Joel & Renee,Manhattan,East Village,40.72999,-73.98275,Private room,80,3,72,2019-06-23,1.79,1,133
10719039,RIVERDALE GRANDVIEW,55395596,Vian,Bronx,Fieldston,40.88777,-73.9059,Private room,70,1,1,2016-08-07,0.03,1,0
10723142,Cozy and Small bedroom in Astoria!!,24981045,Julio,Queens,Astoria,40.76061,-73.91767,Private room,35,1,1,2016-02-01,0.02,1,0
10724373,Gorgeous Gramercy Studio,1913404,Ellie,Manhattan,Gramercy,40.73804,-73.9852,Entire home/apt,110,1,3,2017-11-22,0.07,1,0
10724792,"New, Lux Doorman,U.N. Grand Central",52950465,Gal,Manhattan,Midtown,40.75279,-73.97251,Entire home/apt,129,30,4,2016-09-22,0.11,12,328
10725897,"Sunny, Arty East Williamsburg Loft",55433649,Brian,Brooklyn,Williamsburg,40.71504,-73.93613,Private room,45,1,169,2019-07-04,4.11,1,134
10729454,Comfortable and eclectic UES room.,3139829,Tyler,Manhattan,Upper East Side,40.76797,-73.95369,Private room,50,1,2,2016-03-11,0.05,1,0
10729951,Spacious Oasis w/ Private Entrance,10954437,Riah,Brooklyn,Bedford-Stuyvesant,40.6936,-73.94864,Private room,105,1,24,2017-01-08,0.69,1,0
10730086,Spacious Brooklyn Room for Travelers,28546873,Justin,Brooklyn,Bedford-Stuyvesant,40.68995,-73.92844,Private room,45,3,9,2019-03-20,0.34,1,80
10731035,"Nice private room, 2 blocks from Times Square.",45033175,Eugene,Manhattan,Hell's Kitchen,40.76175,-73.99041,Private room,83,2,15,2019-04-22,0.37,3,1
10731317,Cozy NYC apartment shared space female only,10525320,Candace,Manhattan,Upper East Side,40.77141,-73.9534,Shared room,40,1,56,2019-03-15,1.35,2,173
10731618,Gramercy Apartment,29880001,Saket,Manhattan,Flatiron District,40.74095,-73.98554,Private room,85,1,0,,,1,0
10731680,3 bedroom in the heart of Manhattan,12133055,Martin,Manhattan,Hell's Kitchen,40.75981,-73.99071,Entire home/apt,400,3,124,2019-06-17,3.00,1,261
